stars,comment 
5.0 out of 5 stars,"This is a 5 day review. Amazon gave me a hard time getting the order due to their new OTP rule. But when I got the phone,set it up and used the phone I was happy.1. Battery - Awesome2. Sound quality - Awesome3. Camera - Could be better4. Performance - WOW!!5. Design - Feels like premiumSo go for it. A great phone with some great features.
            "
5.0 out of 5 stars,"Oneplus has done a great job with the design and build. The smootha and fast interface with the extraordinary battery and dash charge makes this phone worth the price. And not to forget the camera, the night mode in the oneplus 6t is mind blowing.
            "
5.0 out of 5 stars,"Moving from iPhone to this phone. I never thought I will like any non iOS product any time in my life but I am really pleased with my purchase. Now I take all the photos from my phone rather than borrowing from others as I have one of best camera on my Phone.
            "
4.0 out of 5 stars,"Product is good ....amazing speed...but why camera quality is not good......my friend has OnePlus 5 ,which click very good image.....I think there are some problem in OnePlus 6t
            "
5.0 out of 5 stars,"A truly Flagship killer bcz its a flagship phone my first phone of oneplus family . And i never even find a neagative feature in phone . Awesome
            "
5.0 out of 5 stars,"Nice stylish look, Good quality sound, good on screen finger sensor ... Over all very happy with the quality u get in that price range. So value for money as compared with all other options u get in android as One plus is the only one phone I found with out any flaws I can report. Was using One plus 3 earlier no complaints for that too ... :)
            "
5.0 out of 5 stars,"Everything is just smooth. Worry buying!Although, there can be improvements like providing tempered screen protector. Cover is also good but did not looked clean and was dusty. Apart from this, this is the best thing I've ever hold in my hand. A real flagship killer phone.Never settle!
            "
5.0 out of 5 stars,"I have purchased 1+6T 6GB 128 GB modl and writing this review after 10 days. Picture quality is good. Records HD videos even with the front camera. Sound quality is super awesome..loud as well as crystal clear. Finger print scanner is little slower which is acceptable over many advantages of this phone. My recommendation is... don't wait just go for it.
            "
5.0 out of 5 stars,"All perfect. Best phone. ONE THING ONLY FOR ONE PLUS,I WILL STAY WITH YOUR COMPANY IF NO DOWN PRICE GET COATED, AS IT'S MY HARD EARNED MONEYI LEFT APPLE /I PHONETHANK U
            "
5.0 out of 5 stars,"Was using a Nexus 6P for the past two and a half years. Only after using the OnePlus 6T, I have relaized how the smartphone world has evolved so drastically.Blazing fast phone with superb battery life. The real superstar is the fast charging. Highly Recommended. A real flagship experience with due consideration to our hard earned money.
            "
4.0 out of 5 stars,"Honest reviews after using this phone for 2 months.1) Superb battery. 5/5 for it. It lasts one full day for medium usage.2) Fingerprint scanner doesn't work sometimes, but after 2 attempts it does.3) Sound quality is good.Overall a good phone. If you are fond of pictures it's a must go phone.
            "
4.0 out of 5 stars,"Good Camera with superb performanceSmooth OS and Amazing gaming experience
            "
4.0 out of 5 stars,"Sound quality is a bit soft! Even with the volume turned up full on getting a call it takes a while to realise I have an incoming call. Am using sounds provided on the phone. However, youtube etc works fine. Not sure what is the issue. Pictures taken are good not grainy. Video quality is good.
            "
2.0 out of 5 stars,"This specific model in oneplus 6T has the highest SAR value upto 1.58 W/KG , this can affect the human tissues and even causes cancer. So don’t buy cheap phones, and check the SAR value before you buy an smart phone !!
            "
4.0 out of 5 stars,"Sound Level on speakers are not comfortable when you are switching from a mobile which had front firing speakers. Still trying to figure out how to hold the phone while watching videos without head phones.Other than this, the phone is awesome. Go for it if you can afford. (Check for availability of the next version before you buy)
            "
1.0 out of 5 stars," The screen went blank after  one month.Flash light continuously glows.not able to stop it as screen is not working
            "
5.0 out of 5 stars,"I was earlier using the One Plus 3T. Upgraded and very happy with the purchase. Good display, great camera, fast performance with good battery life. Go for at least 8/128 GB model for long term use.
            "
